word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange
Buddhism,'budizm,"n. a religion represented by the many groups (especially in Asia) that profess various forms of the Buddhist doctrine and that venerate Buddha\nn. the teaching of Buddha that life is permeated with suffering caused by desire, that suffering ceases when desire ceases, and that enlightenment obtained through right conduct and wisdom and meditation releases one from desire and suffering and rebirth",n. 佛教,,1,,gk cet6,16173,10473,
Buddhist,'budist,n. one who follows the teachings of Buddha\na. of or relating to or supporting Buddhism,n. 佛教徒\na. 佛教的,,1,,gk,15480,8787,s:buddhists
budget,'bʌdʒit,n. a sum of money allocated for a particular purpose\nn. a summary of intended expenditures along with proposals for how to meet them\nv. make a budget,"n. 预算\nvi. 编预算\nvt. 编入预算, 安排\na. 廉价的",,4,1,gk cet4 cet6 ky toefl ielts gre,1062,1054,s:budgets/d:budgeted/p:budgeted/i:budgeting/3:budgets
buffet,'bʌfit,"n. a piece of furniture that stands at the side of a dining room; has shelves and drawers\nn. a meal set out on a buffet at which guests help themselves\nv. strike against forcefully\nv. strike, beat repeatedly","n. 自助餐, 小卖部, 碗橱, 殴打, 冲击\nvt. 连续打, 冲击, 搏斗\nvi. 奋斗",,1,,gk ky ielts,7804,8330,s:buffets/d:buffetted/i:buffeting/p:buffeted/3:buffets
build,bild,"v. build or establish something abstract\nv. improve the cleansing action of\nv. order, supervise, or finance the construction of\nv. give form to, according to a plan","v. 建立, 建筑\nn. 构造, 体格",,5,1,zk gk,415,408,d:built/i:building/p:built/3:builds
building,'bildiŋ,n. a structure that has a roof and walls and stands more or less permanently in one place\nn. the occupants of a building,"n. 建筑物, 建筑\n[法] 营造, 建筑, 建筑物",,5,1,zk gk ielts,420,501,0:build/1:i/s:buildings/i:building
bun,bʌn,n. small rounded bread either plain or sweet,n. 小面包\n[医] 血液尿素氮,,1,,gk,8944,8967,s:buns/d:bunned/i:bunning
bunch,bʌntʃ,n. a grouping of a number of similar things\nn. any collection in its entirety\nv. gather or cause to gather into a cluster,"n. 串, 束\n[医] 骨肿块(马)",,3,1,gk cet4 cet6 ky toefl ielts,4503,2658,s:bunches/d:bunched/i:bunching/p:bunched/3:bunches
bungalow,'bʌŋgәlәu,n. a small house with a single story,n. 平房,,1,,gk ielts,6535,10710,s:bungalows
burden,'bә:dn,n. an onerous or difficult concern\nn. the central idea that is expanded in a document or discourse\nv. weight down with a load,"n. 负担, 重载, 担子, 责任\nvt. 装货于, 烦扰, 使负担",,3,,gk cet4 cet6 ky toefl,2696,2665,s:burdens/d:burdened/i:burdening/p:burdened/3:burdens
bureaucratic,bjuәrәu'krætik,a. of or relating to or resembling a bureaucrat or bureaucracy,a. 官僚的\n[经] 机僚化的,,,,gk,6084,6447,
burglar,'bә:glә,n. a thief who enters a building with intent to steal,"n. 窃贼\n[法] 夜盗, 窃贼, 盗窃者",,1,,gk cet6 ky toefl ielts,7271,11050,s:burglars
burial,'beriәl,n. the ritual placing of a corpse in a grave,"n. 埋葬, 葬礼\n[法] 埋葬, 葬礼",,1,,gk cet6 toefl ielts gre,5406,6234,s:burials
burn,bә:n,n. pain that feels hot as if it were on fire\nn. an injury caused by exposure to heat or chemicals or radiation\nn. a place or area that has been burned (especially on a person's body)\nn. damage inflicted by fire,"vt. 烧, 烧毁, 烧伤\nvi. 燃烧, 发热, 烧毁\nn. 烧伤, 烙印",,4,1,zk gk cet4 cet6 ky,1754,1422,d:burnt/i:burning/p:burned/s:burns/3:burns
burst,bә:st,"n. a sudden flurry of activity (often for no obvious reason)\nv. come open suddenly and violently, as if from internal pressure\nv. move suddenly, energetically, or violently\nv. emerge suddenly","n. 破裂, 突发, 爆发\nv. 爆裂, 突发, 充满\n[计] 二进制位组; 字符组; 脉冲串",,3,1,gk cet4 cet6 ky toefl,3011,3560,p:burst/0:burst/1:pd/i:bursting/s:bursts/d:burst/3:bursts
bury,'beri,v. cover from sight\nv. place in a grave or tomb\nv. place in the earth and cover with soil\nv. embed deeply,"vt. 埋葬, 埋藏",,3,1,gk cet4 ky,2650,2398,d:buried/i:burying/p:buried/3:buries
bus,bʌs,n. a vehicle carrying many passengers; used for public transport\nn. a car that is old and unreliable\nv. send or move around by bus\nv. ride in a bus,n. 公共汽车\n[计] 总线; 汇流条; 母线,,3,1,zk gk ielts,1399,1453,s:buses/i:bussing/p:bussed/3:busses/d:bussed
bush,buʃ,n. a large wilderness area\nn. 43rd President of the United States; son of George Herbert Walker Bush (born in 1946)\nn. United States electrical engineer who designed an early analogue computer and who led the scientific program of the United States during World War II (1890-1974)\nn. vice president under Reagan and 41st President of the United States (born in 1924),n. 矮树丛\n[化] 管衬,,2,1,gk cet4 ky toefl,2801,34013,s:bushes/d:bushed/i:bushing/p:bushed/3:bushes
business,'biznis,n. a commercial or industrial enterprise and the people who constitute it\nn. a rightful concern or responsibility\nn. an immediate objective\nn. the volume of commercial activity,"n. 生意, 事情, 业务, 商业, 商行, 职责\n[经] 企业, 商业, 营业",,5,1,zk gk cet4 cet6 ky ielts,215,246,s:businesses
businessman,'biznismæn,n. a person engaged in commercial or industrial business (especially an owner or executive),"n. 商人, 实业家, 工商业家",,3,1,gk,3547,3840,s:businessmen
businesswoman,'bizniswjmæn,n. a female businessperson,"n. 商人, 办理实务的人, 经商者",,1,,gk,23054,19286,s:businesswomen
busy,'bizi,v. keep busy with\na. actively or fully engaged or occupied\ns. overcrowded or cluttered with detail\ns. crowded with or characterized by much activity,"a. 忙碌的, 热闹的, 没空的\nvt. 使忙\nvi. 忙碌\n[计] 忙; 忙碌",,3,1,zk gk,1753,1924,t:busiest/p:busied/r:busier/i:busying/d:busied/3:busies
but,bʌt,r and nothing more,prep. 除了\nconj. 但是\nadv. 仅仅,,5,1,zk gk,24,23,
butcher,'butʃә,n. a retailer of meat\nn. a brutal indiscriminate murderer\nn. a person who slaughters or dresses meat for market\nv. kill (animals) usually for food consumption,"n. 屠夫, 肉商, 小贩\nvt. 屠宰, 屠杀",,1,,gk cet4 cet6 ky ielts,8559,8421,d:butchered/p:butchered/i:butchering/3:butchers
butter,'bʌtә,n. an edible emulsion of fat globules made by churning milk or cream; for cooking and table use\nn. a fighter who strikes the opponent with his head\nv. spread butter on,"n. 奶油, 黄油\nvt. 涂黄油于",,3,1,zk gk cet4 ky toefl,3403,2402,d:buttered/i:buttering/p:buttered/s:butters/3:butters
butterfly,'bʌtәflai,"n. diurnal insect typically having a slender body with knobbed antennae and broad colorful wings\nn. a swimming stroke in which the arms are thrown forward together out of the water while the feet kick up and down\nv. flutter like a butterfly\nv. cut and spread open, as in preparation for cooking","n. 蝴蝶\n[医] 蝶式棉块, 翼形皮癣, 纸蝶",,2,,zk gk cet4 ky toefl ielts,5314,4923,s:butterflies/i:butterflying/p:butterflied/3:butterflies/d:butterflied
button,'bʌtәn,n. a round fastener sewn to shirts and coats etc to fit through buttonholes\nn. any of various plant parts that resemble buttons\nn. a round flat badge displaying information and suitable for pinning onto a garment\nn. any artifact that resembles a button,"n. 钮扣, 按钮\nvi. 扣住\nvt. 钉钮扣于, 扣紧\n[计] 按钮",,3,1,gk cet4 cet6 ky,2977,2645,s:buttons/p:buttoned/i:buttoning/d:buttoned/3:buttons
buy,bai,v. obtain by purchase; acquire by means of a financial transaction\nv. be worth or be capable of buying\nv. acquire by trade or sacrifice or exchange\nv. accept as true,"vt. 买, 获得\nvi. 买\nn. 购买, 买得的东西",,5,1,zk gk,351,397,p:bought/i:buying/d:bought/3:buys/s:buys
by,bai,r. so as to pass a given point,"prep. 被, 经, 由, 在...之旁\nadv. 经过, 在近处",,5,1,zk gk,20,30,
bye,bai,n. you advance to the next round in a tournament without playing an opponent,"interj. 再会, 回头见\n[计] 结束命令",,3,1,zk gk,4072,18387,s:byes
cab,kæb,n. a compartment at the front of a motor vehicle or locomotive where driver sits\nn. small two-wheeled horse-drawn carriage; with two seats and a folding hood\nn. a car driven by a person whose job is to take passengers where they want to go in exchange for money,"n. 出租车, 出租汽车, 出租马车\nvi. 乘出租马车(或汽车)",,2,,gk ky toefl ielts,4014,4220,s:cabs/i:cabbing/p:cabbed/3:cabs/d:cabbed
cabbage,'kæbidʒ,n. any of various types of cabbage\nn. any of various cultivars of the genus Brassica oleracea grown for their edible leaves or flowers,"n. 卷心菜\n[医] 卷心菜, 甘兰",,2,,zk gk cet4 ky,8667,6982,s:cabbages/i:cabbaging/p:cabbaged/3:cabbages/d:cabbaged
cafeteria,.kæfi'tiәriә,n. a restaurant where you serve yourself and pay a cashier,n. 自助餐厅\n[经] 自助餐厅,,1,,gk cet4 cet6 ky ielts,19059,7076,s:cafeterias
cage,keidʒ,n. an enclosure made or wire or metal bars in which birds or animals can be kept\nn. something that restricts freedom as a cage restricts movement\nn. United States composer of avant-garde music (1912-1992)\nn. the net that is the goal in ice hockey,"n. 笼, 牢房, 战俘营\nvt. 关进笼内",,2,,gk cet4 cet6 ky,4775,4143,s:cages/d:caged/p:caged/i:caging/3:cages
cake,keik,"n. a block of solid substance (such as soap or wax)\nn. baked goods made from or based on a mixture of flour, sugar, eggs, and fat","n. 蛋糕, 块, 饼\nvt. 使结块, 加块状物于\nvi. 结块",,3,1,zk gk cet4 ky,2309,2540,s:cakes/d:caked/i:caking/p:caked/3:cakes
calculate,'kælkjuleit,"v. make a mathematical calculation or computation\nv. judge to be probable\nv. specifically design a product, event, or activity for a certain public","v. 计算, 预测, 计划, 打算",,2,1,gk cet4 ky toefl,2168,3039,d:calculated/i:calculating/p:calculated/3:calculates
call,kɒ:l,"n. a telephone connection\nn. a special disposition (as if from a divine source) to pursue a particular course\nn. a demand especially in the phrase ""the call of duty""\nn. a brief social visit","n. 呼叫, 访问, 打电话, 号召, 召集, 要求\nvt. 呼叫, 召集, 打电话\nvi. 叫喊, 访问, 叫牌\n[计] 调用; 呼叫; DOS内部命令:在批处理文件中调用另一个批处理文件",,5,1,zk gk ielts,161,122,d:called/p:called/i:calling/s:calls/3:calls
calm,kɑ:m,"v. make calm or still\nv. become quiet or calm, especially after a state of agitation\ns. not agitated; without losing self-possession\na. (of weather) free from storm or wind","n. 平稳, 风平浪静\na. 平静的, 冷静的\nvi. 平静下来, 镇静\nvt. 使平静",,3,1,gk cet4 cet6 ky toefl,4472,4189,r:calmer/i:calming/p:calmed/d:calmed/3:calms
camel,'kæml,n. cud-chewing mammal used as a draft or saddle animal in desert regions,"n. 骆驼, 打捞浮筒",,1,,zk gk cet4 cet6 ky toefl,7869,6953,s:camels
camera,'kæmәrә,n. equipment for taking photographs (usually consisting of a lightproof box with a lens at one end and light-sensitive film at the other),"n. 照相机, 摄影机, 密谈室, 暗箱\n[计] 摄影",,4,1,zk gk cet4 cet6 ky ielts,2246,949,s:cameras
camp,kæmp,n. temporary living quarters specially built by the army for soldiers\nn. a group of people living together in a camp\nn. temporary lodgings in the country for travelers or vacationers\nn. a penal institution (often for forced labor),"n. 露营, 帐篷\nvi. 露营, 扎营\nvt. 使扎营",,4,1,zk gk cet4 cet6 ky toefl ielts,2079,1188,s:camps/i:camping/p:camped/d:camped/r:camper/3:camps
campaign,kæm'pein,"n. a series of actions advancing a principle or tending toward a particular end\nn. several related operations aimed at achieving a particular goal (usually within geographical and temporal constraints)\nn. an overland journey by hunters (especially in Africa)\nv. run, stand, or compete for an office or a position","n. 战役, 运动, 竞选运动\nvi. 参加运动, 作战",,5,1,gk cet4 cet6 ky toefl ielts gre,956,640,s:campaigns/i:campaigning/p:campaigned/d:campaigned/3:campaigns
can,kæn,n. airtight sealed metal container for food or drink or paint etc.\nn. the quantity contained in a can\nn. a buoy with a round bottom and conical top\nv. preserve in a can or tin,"vt. 装罐\nn. 罐头, 容器\naux. 能, 可以\n[计] 作废字符",,2,1,zk gk toefl,35,37,s:cans/i:/p:could/3:can/d:
Canada,'kænәdә,n. a nation in northern North America; the French were the first Europeans to settle in mainland Canada,n. 加拿大,,,,zk gk,2754,0,
Canadian,kә'neidiәn,n. a native or inhabitant of Canada\nn. a river rising in northeastern New Mexico and flowing eastward across the Texas panhandle to become a tributary of the Arkansas River in Oklahoma\na. of or relating to Canada or its people,a. 加拿大的,,,,gk ielts,4556,2638,s:canadians
canal,kә'næl,n. (astronomy) an indistinct surface feature of Mars once thought to be a system of channels; they are now believed to be an optical illusion\nn. long and narrow strip of water made for boats or for irrigation\nv. provide (a city) with a canal,"n. 运河, 水道, 管, 沟渠\nvt. 开运河",,2,,gk cet4 cet6 ky toefl ielts,2963,5394,s:canals/i:canalling/p:canalled/3:canals/d:canalled
cance,,, [人名] 坎斯,,,,gk,0,0,
cancel,'kænsәl,v. postpone indefinitely or annul something that was scheduled\nv. make up for\nv. declare null and void; make ineffective\nv. make invalid for use,"n. 取消, 撤消, 盖销(邮票)\nvt. 取消, 删去, 抵销, 盖销\nvi. 相互抵销\n[计] 作废",,3,1,zk gk cet4 cet6 ky toefl ielts,3183,3915,d:cancelled/p:cancelled/i:cancelling/3:cancels
candidate,'kændideit,n. someone who is considered for something (for an office or prize or honor etc.),"n. 候选人, 投考者\n[法] 候选, 候补者",,4,1,gk cet4 cet6 ky toefl ielts gre,1227,957,s:candidates
candle,'kændl,"n. stick of wax with a wick in the middle\nn. the basic unit of luminous intensity adopted under the Systeme International d'Unites; equal to 1/60 of the luminous intensity per square centimeter of a black body radiating at the temperature of 2,046 degrees Kelvin\nv. examine eggs for freshness by holding them against a light",n. 蜡烛\nvt. 对着光检查,,2,,zk gk cet4 cet6 ky ielts,4173,3928,s:candles/i:candling/p:candled/3:candles/d:candled
candy,'kændi,n. a rich sweet made of flavored sugar and often combined with fruit or nuts,"n. 糖果, 冰糖\nvt. 用糖煮, 使结晶为砂糖\nvi. 结晶为砂糖",,1,1,zk gk cet4 ky,10657,3446,p:candied/s:candies/d:candied/i:candying/3:candies
canteen,kæn'ti:n,n. a flask for carrying water; used by soldiers or travelers\nn. sells food and personal items to personnel at an institution or school or camp etc.\nn. a restaurant outside; often for soldiers or policemen\nn. a recreation room in an institution,"n. 水壶, 军中俱乐部, 临时流动餐馆, 小卖部",,1,,gk cet4 cet6 ky ielts,7069,15582,s:canteens
cap,kæp,n. a tight-fitting headdress\nn. a top (as for a bottle)\nn. something serving as a cover or protection\nn. a fruiting structure resembling an umbrella or a cone that forms the top of a stalked fleshy fungus such as a mushroom,"n. 盖子, 帽子\nvt. 戴帽子, 覆盖, 胜过\nvi. 脱帽致意\n[计] 调用程序分析, 容量, 代码分析程序, 计算机辅助生产, 计算机辅助印刷",,3,1,zk gk cet4 cet6 ky toefl,2955,2306,s:caps/d:capped/i:capping/p:capped/3:caps
